"","Date.Lost","Species","NumberBirds","Region","Longitude","Latitude","TrapChecked","TrapName"
"1411","21-02-2017","Lorikeet spp",1,"Canterbury",172.6362254,-43.5320544,"Y",1410
"1412","20-03-2017","Lorikeet spp",1,"Auckland",174.8387404,-36.9084854,"Y",1411
"1413","23-02-2017","Lorikeet spp",1,"Waikato",175.5299286,-37.657196,"Y",1412
"1414","10-04-2017","Lorikeet spp",1,"Manawatu",175.6082145,-40.3523065,"Y",1413
"1415","08-04-2017","Lorikeet spp",1,"Northland",174.2953957,-35.7342109,"Y",1414
"1416","25-04-2017","Lorikeet spp",1,"Auckland",174.687403,-36.7919539,"Y",1415
"1417","10-02-2015","Lorikeet spp",1,"Auckland",174.7633315,-36.8484597,"Y",1416
"1418","17-11-2013","Parrot spp",1,"Auckland",174.687403,-36.7919539,"Y",1417
"1419","22-11-2013","Parrot spp",1,"Auckland",174.7339909,-37.2479443,"Y",1418
"1420","12-01-2014","Parrot spp",1,"Manawatu",175.6082145,-40.3523065,"Y",1419
"1421","11-06-2014","Parrot spp",1,"Canterbury",172.6719237,-43.3258968,"Y",1420
"1422","22-05-2014","Parrot spp",2,"Taranaki",174.0346233,-39.0901523,"Y",1421
"1423","15-09-2014","Parrot spp",1,"Canterbury",172.6362254,-43.5320544,"Y",1422
"1424","17-12-2014","Parrot spp",1,"Wellington",174.7730634,-41.2867134,"Y",1423
"1425","20-02-2015","Parrot spp",1,"Manawatu",175.6237454,-40.3522364,"Y",1424
"1426","15-03-2015","Parrot spp",1,"Auckland",174.8579089,-36.851345,"Y",1425
"1427","29-03-2015","Parrot spp",1,"Auckland",174.8579089,-36.851345,"Y",1426
"1428","21-04-2015","Parrot spp",1,"Auckland",174.8579089,-36.851345,"Y",1427
"1429","18-05-2015","Parrot spp",2,"Taranaki",174.0346233,-39.0901523,"Y",1428
"1430","09-07-2015","Parrot spp",1,"Marlborough",173.9832564,-41.522723,"Y",1429
"1431","17-01-2016","Parrot spp",1,"Auckland",174.7374951,-36.8651021,"Y",1430
"1432","10-03-2016","Parrot spp",1,"Wellington",174.7408745,-41.2837551,"Y",1431
"1433","04-05-2016","Parrot spp",1,"Auckland",174.7155919,-36.8841017,"Y",1432
"1434","11-05-2014","Parrot spp",1,"Auckland",174.6602456,-36.9288535,"Y",1433
"1435","02-11-2013","Parrot spp",1,"Southland",168.3537731,-46.4131866,"Y",1434
"1436","09-11-2013","Parrot spp",1,"Kaipara",174.4503793,-36.6775241,"Y",1435
"1437","09-11-2013","Parrot spp",1,"Bay of Plenty",176.1836273,-37.6386541,"Y",1436
"1438","05-02-2014","Parrot spp",1,"Auckland",174.7800541,-36.8129703,"Y",1437
"1439","24-02-2014","Parrot spp",1,"Wellington",174.7614272,-41.2678206,"Y",1438
"1440","17-04-2014","Parrot spp",1,"Auckland",174.8387404,-36.9084854,"Y",1439
"1441","17-05-2014","Parrot spp",1,"Auckland",174.87266,-36.9941017,"Y",1440
"1442","20-06-2014","Parrot spp",1,"Auckland",174.9636881,-36.9456282,"Y",1441
"1443","23-09-2014","Parrot spp",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",1442
"1444","05-10-2014","Parrot spp",1,"Canterbury",172.6362254,-43.5320544,"Y",1443
"1445","12-10-2014","Parrot spp",1,"Manawatu",175.4375574,-39.7273356,"Y",1444
"1446","26-02-2015","Parrot spp",1,"Canterbury",171.2549729,-44.3969718,"Y",1445
"1447","25-03-2015","Parrot spp",1,"Auckland",174.6222801,-36.789319,"Y",1446
"1448","26-03-2015","Parrot spp",1,"Auckland",174.8982805,-37.0236736,"Y",1447
"1449","06-04-2015","Parrot spp",1,"Auckland",174.8387404,-36.9084854,"Y",1448
"1450","13-04-2015","Parrot spp",1,"Auckland",174.8982805,-37.0236736,"Y",1449
"1451","25-06-2015","Parrot spp",1,"Wellington",174.7959646,-41.3190933,"Y",1450
"1452","17-07-2015","Parrot spp",1,"Auckland",174.5918459,-36.7580001,"Y",1451
"1453","07-08-2015","Parrot spp",1,"Auckland",174.6311319,-36.937759,"Y",1452
"1454","03-09-2015","Parrot spp",1,"Auckland",174.9243831,-36.8929478,"Y",1453
"1455","10-10-2015","Parrot spp",1,"Canterbury",172.6362254,-43.5320544,"Y",1454
"1456","03-11-2015","Parrot spp",1,"Bay of Plenty",176.1928731,-37.7281455,"Y",1455
"1457","17-01-2016","Parrot spp",1,"Bay of Plenty",176.1318917,-37.7403998,"Y",1456
"1458","20-04-2016","Parrot spp",1,"Waikato",175.279253,-37.7870012,"Y",1457
"1459","10-10-2016","Parrot spp",1,"Auckland",174.7385964,-36.9290873,"Y",1458
"1460","17-04-2017","Parrot spp",1,"Canterbury",172.6362254,-43.5320544,"Y",1459
"1461","07-06-2015","Parrot spp",1,"Wellington",174.8386827,-41.1061563,"Y",1460
"1462","10-01-2016","Parrot spp",2,"Taranaki",174.05063,-39.0793221,"Y",1461
