"","Date.Lost","Species","NumberBirds","Region","Longitude","Latitude","TrapChecked","TrapName"
"1","01-11-2016","Domestic duck",1,"Taranaki",174.0288633,-39.1840405,"Y",1
"2","25-09-2013","Muscovy duck",1,"Canterbury",172.6362254,-43.5320544,"Y",2
"3","13-10-2013","Goose spp",1,"Canterbury",171.3447579,-44.2412916,"Y",3
"4","05-03-2015","Domestic pigeon",1,"Auckland",174.5425402,-36.8504238,"Y",4
"5","25-04-2016","Domestic pigeon",2,"Wellington",174.7941082,-41.2913069,"Y",5
"6","26-06-2015","Domestic pigeon",8,"Canterbury",172.6362254,-43.5320544,"Y",6
"7","15-05-2013","Barbary dove",1,"Otago",170.5027976,-45.8787605,"Y",7
"8","05-05-2015","Barbary dove",1,"Auckland",174.6349155,-36.8612427,"Y",8
"9","14-05-2015","Barbary dove",1,"Otago",170.5027976,-45.8787605,"Y",9
"10","27-06-2016","Barbary dove",1,"Otago",170.5027976,-45.8787605,"Y",10
"11","06-11-2013","Barbary dove",1,"Waikato",175.279253,-37.7870012,"Y",11
"12","01-03-2014","Barbary dove",1,"Waikato",175.2902973,-37.8260216,"Y",12
"13","27-07-2015","Barbary dove",1,"Waikato",175.2732825,-37.8221774,"Y",13
"14","16-12-2015","Barbary dove",1,"Waikato",175.279253,-37.7870012,"Y",14
"15","04-06-2016","Barbary dove",1,"Waikato",175.689634,-37.5472031,"Y",15
"16","20-07-2016","Barbary dove",1,"Manawatu",175.4375574,-39.7273356,"Y",16
"17","14-08-2016","Barbary dove",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",17
"18","19-06-2016","Dove spp",1,"Canterbury",172.6362254,-43.5320544,"Y",18
"19","04-07-2013","Red-throated parrotfinch",1,"Auckland",174.7633315,-36.8484597,"Y",19
"20","04-07-2013","Red-throated parrotfinch",1,"Auckland",174.7633315,-36.8484597,"Y",20
"21","05-01-2016","Bengalese finch",1,"Auckland",174.7800541,-36.8129703,"Y",21
"22","26-03-2017","Zebra finch",1,"Wellington",174.7942879,-41.3040762,"Y",22
"23","30-05-2014","Domestic canary",1,"Waikato",175.257479,-37.7750949,"Y",23
"24","20-09-2013","Domestic canary",1,"Canterbury",172.5088051,-43.5127278,"Y",24
"25","20-09-2013","Domestic canary",1,"Canterbury",172.5088051,-43.5127278,"Y",25
"26","26-10-2013","Domestic canary",1,"Auckland",174.7744317,-36.8918437,"Y",26
"27","28-10-2013","Domestic canary",1,"Manawatu",175.6082145,-40.3523065,"Y",27
"28","08-12-2013","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",28
"29","17-01-2014","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",29
"30","07-02-2014","Domestic canary",1,"Otago",170.5027976,-45.8787605,"Y",30
"31","03-05-2014","Domestic canary",1,"Auckland",174.87266,-36.9941017,"Y",31
"32","21-06-2014","Domestic canary",8,"Auckland",174.9436176,-37.0677049,"Y",32
"33","04-08-2014","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",33
"34","12-10-2014","Domestic canary",12,"Canterbury",172.6362254,-43.5320544,"Y",34
"35","09-11-2014","Domestic canary",1,"Canterbury",171.2549729,-44.3969718,"Y",35
"36","04-12-2014","Domestic canary",4,"Rodney",174.693298,-36.5850808,"Y",36
"37","21-12-2014","Domestic canary",1,"Canterbury",172.6569578,-43.3830321,"Y",37
"38","30-12-2014","Domestic canary",1,"Manawatu",175.6082145,-40.3523065,"Y",38
"39","14-01-2015","Domestic canary",1,"Auckland",174.6764514,-36.9311652,"Y",39
"40","16-01-2015","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",40
"41","03-02-2015","Domestic canary",1,"Auckland",174.7633315,-36.8484597,"Y",41
"42","21-03-2015","Domestic canary",8,"Auckland",174.5588019,-36.7772623,"Y",42
"43","03-04-2015","Domestic canary",1,"Waikato",175.279253,-37.7870012,"Y",43
"44","22-04-2015","Domestic canary",1,"Auckland",174.7279442,-36.8786045,"Y",44
"45","06-05-2015","Domestic canary",1,"Auckland",174.7633315,-36.8484597,"Y",45
"46","17-05-2015","Domestic canary",1,"Canterbury",172.5957246,-43.303356,"Y",46
"47","18-06-2015","Domestic canary",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",47
"48","18-09-2015","Domestic canary",2,"Wellington",174.9417592,-41.1918331,"Y",48
"49","27-09-2015","Domestic canary",1,"Auckland",174.6999997,-36.9233601,"Y",49
"50","05-10-2015","Domestic canary",3,"Wellington",174.776236,-41.2864603,"Y",50
"51","14-10-2015","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",51
"52","18-10-2015","Domestic canary",1,"Auckland",174.7901969,-36.8142846,"Y",52
"53","21-12-2015","Domestic canary",4,"Bay of Plenty",176.2497461,-38.1368478,"Y",53
"54","22-01-2016","Domestic canary",1,"Auckland",174.6677817,-36.6710411,"Y",54
"55","05-01-2016","Domestic canary",1,"Auckland",174.7633315,-36.8484597,"Y",55
"56","09-02-2016","Domestic canary",1,"Canterbury",172.3311949,-43.5043033,"Y",56
"57","10-03-2016","Domestic canary",2,"Wellington",174.7408745,-41.2837551,"Y",57
"58","04-06-2016","Domestic canary",1,"Auckland",174.8471453,-36.9094442,"Y",58
"59","03-10-2016","Domestic canary",1,"Canterbury",172.5957246,-43.303356,"Y",59
"60","09-10-2016","Domestic canary",1,"Canterbury",172.5957246,-43.303356,"Y",60
"61","01-11-2016","Domestic canary",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",61
"62","03-11-2016","Domestic canary",1,"Auckland",174.8387404,-36.9084854,"Y",62
"63","29-11-2016","Domestic canary",20,"Canterbury",172.6362254,-43.5320544,"Y",63
"64","26-11-2016","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",64
"65","27-11-2016","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",65
"66","05-02-2017","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",66
"67","05-02-2017","Domestic canary",1,"Canterbury",172.6362254,-43.5320544,"Y",67
"68","01-04-2017","Domestic canary",1,"Auckland",174.7435119,-36.6389776,"Y",68
"69","22-04-2017","Domestic canary",1,"Auckland",174.7484552,-36.7631726,"Y",69
"70","16-03-2017","Finch spp",2,"Canterbury",172.6362254,-43.5320544,"Y",70
"71","20-10-2013","Finch spp",1,"Auckland",174.7454073,-36.8155585,"Y",71
"72","02-11-2014","Sulphur-crested cockatoo",1,"Wairarapa",175.5235181,-41.0291733,"Y",72
"73","08-11-2014","Sulphur-crested cockatoo",1,"Auckland",174.6135994,-36.8221931,"Y",73
"74","19-02-2015","Sulphur-crested cockatoo",1,"Waikato",175.3127886,-38.0059013,"Y",74
"75","12-03-2015","Sulphur-crested cockatoo",1,"Waikato",175.279253,-37.7870012,"Y",75
"76","12-10-2015","Sulphur-crested cockatoo",1,"Auckland",175.1261404,-37.1464305,"Y",76
"77","15-02-2016","Sulphur-crested cockatoo",1,"Wairarapa",175.6652175,-40.9487795,"Y",77
"78","25-03-2016","Sulphur-crested cockatoo",1,"Auckland",174.5425402,-36.8504238,"Y",78
"79","13-10-2015","Sulphur-crested cockatoo",1,"Canterbury",172.6362254,-43.5320544,"Y",79
"80","28-11-2015","Sulphur-crested cockatoo",2,"Wellington",175.0707834,-41.1244327,"Y",80
"81","04-10-2013","Sulphur-crested cockatoo",1,"Auckland",174.7758348,-36.846675,"Y",81
"83","15-09-2013","Sulphur-crested cockatoo",1,"Canterbury",172.6362254,-43.5320544,"Y",82
"84","01-09-2015","Sulphur-crested cockatoo",1,"Waikato",175.2518403,-37.1819402,"Y",83
"85","18-05-2014","Galah",1,"Auckland",174.6844652,-36.9090768,"Y",84
"86","16-08-2014","Galah",1,"Auckland",174.7133214,-36.7418652,"Y",85
"87","08-11-2013","Galah",1,"Auckland",174.7680026,-36.8924078,"Y",86
"88","16-02-2014","Galah",1,"Canterbury",172.5450535,-43.5120338,"Y",87
"89","16-02-2014","Galah",1,"Canterbury",172.5450535,-43.5120338,"Y",88
"90","18-07-2013","Galah",1,"Auckland",174.5425402,-36.8504238,"Y",89
"91","24-09-2013","Galah",1,"Auckland",174.7008901,-36.7966811,"Y",90
"92","24-03-2014","Galah",1,"Southland",168.3537731,-46.4131866,"Y",91
"93","18-04-2014","Galah",1,"Canterbury",172.6362254,-43.5320544,"Y",92
"94","04-05-2014","Galah",1,"Kaipara",174.4503793,-36.6775241,"Y",93
"95","27-06-2014","Galah",1,"Southland",168.3537731,-46.4131866,"Y",94
"96","11-09-2014","Galah",1,"Wairarapa",175.6652175,-40.9487795,"Y",95
"97","27-09-2014","Galah",1,"Wellington",175.0707834,-41.1244327,"Y",96
"98","20-11-2014","Galah",1,"Wairarapa",175.6652175,-40.9487795,"Y",97
"99","23-11-2014","Galah",1,"Waikato",175.279253,-37.7870012,"Y",98
"100","29-12-2014","Galah",1,"Manawatu",175.6082145,-40.3523065,"Y",99
"101","11-01-2015","Galah",1,"Waikato",175.279253,-37.7870012,"Y",100
"102","09-01-2015","Galah",1,"Auckland",174.7633315,-36.8484597,"Y",101
"103","16-03-2015","Galah",1,"Wellington",174.776236,-41.2864603,"Y",102
"104","19-03-2015","Galah",1,"Auckland",174.5450725,-36.8918313,"Y",103
"105","24-04-2015","Galah",1,"Auckland",174.741694,-36.9046678,"Y",104
"106","16-05-2015","Galah",1,"Auckland",174.7743333,-36.8936302,"Y",105
"107","05-06-2015","Galah",1,"Auckland",174.5425402,-36.8504238,"Y",106
"108","05-06-2015","Galah",1,"Auckland",174.5425402,-36.8504238,"Y",107
"109","10-07-2015","Galah",1,"Auckland",174.7470226,-36.7144266,"Y",108
"110","26-10-2015","Galah",1,"Canterbury",172.6362254,-43.5320544,"Y",109
"111","04-12-2015","Galah",1,"Auckland",174.8707326,-36.9116458,"Y",110
"112","01-01-2016","Galah",1,"Canterbury",172.6362254,-43.5320544,"Y",111
"113","05-03-2016","Galah",1,"Auckland",174.7800541,-36.8129703,"Y",112
"114","13-03-2016","Galah",1,"Auckland",174.8317729,-36.8482476,"Y",113
"115","18-03-2016","Galah",1,"Auckland",174.7311733,-36.7326016,"Y",114
"116","19-05-2016","Galah",1,"Auckland",174.7711533,-36.8977385,"Y",115
"117","23-05-2016","Galah",1,"Canterbury",172.5957246,-43.303356,"Y",116
"118","06-08-2016","Galah",1,"Auckland",174.7800541,-36.8129703,"Y",117
"119","07-08-2016","Galah",1,"Canterbury",172.5957246,-43.303356,"Y",118
"120","21-03-2017","Galah",1,"Auckland",174.7332512,-36.7648298,"Y",119
"121","05-12-2013","Cockatiel",1,"Wellington",174.9262986,-41.2154957,"Y",120
"122","10-12-2014","Cockatiel",1,"Auckland",174.7921219,-36.9223577,"Y",121
"123","24-11-2014","Cockatiel",1,"Auckland",174.917421,-37.1912047,"Y",122
"124","22-02-2014","Cockatiel",1,"Auckland",174.9626392,-37.0572337,"Y",123
"125","10-11-2013","Cockatiel",1,"Auckland",174.707758,-36.880774,"Y",124
"126","10-10-2013","Cockatiel",1,"Auckland",174.621213,-36.8413775,"Y",125
"127","16-12-2014","Cockatiel",1,"Manawatu",175.602745,-40.342698,"Y",126
"128","14-09-2013","Cockatiel",1,"Auckland",174.772284,-36.793556,"Y",127
"129","30-04-2014","Cockatiel",1,"Auckland",174.7824476,-36.9456956,"Y",128
"130","13-01-2015","Cockatiel",1,"Northland",174.3145703,-35.7335527,"Y",129
"131","17-08-2014","Cockatiel",1,"Auckland",174.6705223,-36.9120588,"Y",130
"132","13-07-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",131
"133","09-10-2013","Cockatiel",1,"Hawkes Bay",176.8396836,-39.6339512,"Y",132
"134","19-01-2015","Cockatiel",1,"Waikato",175.2551736,-37.7514677,"Y",133
"135","05-11-2013","Cockatiel",1,"Canterbury",172.7161891,-43.4890483,"Y",134
"136","07-03-2014","Cockatiel",1,"Waikato",175.2441622,-37.7781533,"Y",135
"137","03-01-2015","Cockatiel",1,"Bay of Plenty",176.275074,-37.7011369,"Y",136
"138","13-12-2013","Cockatiel",1,"Auckland",174.9323774,-37.0854683,"Y",137
"139","15-04-2014","Cockatiel",1,"Auckland",174.7311881,-36.722279,"Y",138
"140","28-10-2013","Cockatiel",1,"Tasman",173.2268915,-41.311342,"Y",139
"141","13-01-2015","Cockatiel",1,"Bay of Plenty",174.9213435,-37.0555803,"Y",140
"142","27-10-2014","Cockatiel",1,"Tasman",173.2841577,-41.2826121,"Y",141
"143","07-05-2014","Cockatiel",1,"Tasman",173.2613847,-41.2865653,"Y",142
"144","21-11-2014","Cockatiel",1,"Auckland",174.634643,-36.8202123,"Y",143
"145","11-11-2013","Cockatiel",1,"Waikato",175.3277551,-37.8360326,"Y",144
"146","21-12-2014","Cockatiel",1,"Auckland",174.8203252,-36.861884,"Y",145
"147","09-12-2013","Cockatiel",1,"Hawkes Bay",176.8455684,-39.5440351,"Y",146
"148","11-06-2014","Cockatiel",1,"Auckland",174.8641731,-36.9692541,"Y",147
"149","26-09-2014","Cockatiel",1,"Auckland",174.7409499,-36.708528,"Y",148
"150","09-04-2014","Cockatiel",1,"Wellington",174.9534281,-41.2075803,"Y",149
"151","09-01-2014","Cockatiel",1,"Auckland",174.7217831,-36.7317687,"Y",150
"152","11-05-2014","Cockatiel",1,"Auckland",174.6570626,-36.906526,"Y",151
"153","07-09-2013","Cockatiel",1,"Waikato",175.21078,-37.8756364,"Y",152
"154","20-10-2014","Cockatiel",1,"Otago",170.3456785,-45.8753809,"Y",153
"155","29-04-2014","Cockatiel",1,"Auckland",174.8039534,-36.6112349,"Y",154
"156","23-02-2014","Cockatiel",1,"Otago",170.5143421,-45.9039206,"Y",155
"157","07-08-2014","Cockatiel",1,"Canterbury",172.6045382,-43.5383906,"Y",156
"158","22-12-2014","Cockatiel",1,"Manawatu",175.6108868,-40.3577905,"Y",157
"159","28-10-2013","Cockatiel",1,"Auckland",174.7197914,-36.7757054,"Y",158
"160","07-04-2014","Cockatiel",1,"Auckland",174.7243986,-36.7803292,"Y",159
"161","17-08-2013","Cockatiel",1,"Bay of Plenty",176.1132609,-37.7158958,"Y",160
"162","13-08-2014","Cockatiel",1,"Wellington",174.9328131,-41.2128954,"Y",161
"163","11-11-2013","Cockatiel",1,"Canterbury",172.5057431,-43.5199114,"Y",162
"164","05-10-2013","Cockatiel",1,"Southland",168.371515,-46.4359941,"Y",163
"165","13-03-2014","Cockatiel",1,"Auckland",174.5941347,-36.8496085,"Y",164
"166","09-01-2015","Cockatiel",1,"Auckland",174.7105101,-36.7777034,"Y",165
"167","24-08-2014","Cockatiel",1,"Auckland",174.7056365,-36.8146918,"Y",166
"168","01-09-2013","Cockatiel",1,"Auckland",174.6549608,-36.9299565,"Y",167
"169","01-09-2013","Cockatiel",1,"Auckland",174.6549608,-36.9299565,"Y",168
"170","17-11-2013","Cockatiel",1,"Auckland",174.7828218,-36.9209016,"Y",169
"171","17-11-2013","Cockatiel",1,"Auckland",174.7466131,-36.9307978,"Y",170
"172","17-12-2014","Cockatiel",1,"Taranaki",174.0695133,-39.0833916,"Y",171
"173","16-11-2014","Cockatiel",1,"Auckland",174.818225,-36.8902368,"Y",172
"175","07-06-2012","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",174
"176","19-05-2013","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",175
"177","14-06-2013","Cockatiel",1,"Taranaki",174.0752278,-39.0556253,"Y",176
"178","08-07-2013","Cockatiel",1,"Auckland",174.9035127,-37.20213,"Y",177
"179","08-07-2013","Cockatiel",1,"Auckland",174.9035127,-37.20213,"Y",178
"180","14-09-2013","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",179
"181","14-09-2013","Cockatiel",1,"Auckland",174.6517925,-36.8412139,"Y",180
"182","14-09-2013","Cockatiel",1,"Auckland",174.6517925,-36.8412139,"Y",181
"183","14-09-2013","Cockatiel",1,"Auckland",174.6517925,-36.8412139,"Y",182
"184","15-09-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",183
"185","14-09-2013","Cockatiel",1,"Auckland",174.7833333,-36.9,"Y",184
"186","14-09-2013","Cockatiel",1,"Auckland",174.7833333,-36.9,"Y",185
"187","20-09-2013","Cockatiel",1,"Canterbury",172.5088051,-43.5127278,"Y",186
"188","12-09-2013","Cockatiel",1,"Waikato",175.5497682,-37.1387942,"Y",187
"189","18-09-2013","Cockatiel",1,"Auckland",174.6389587,-36.6664831,"Y",188
"190","25-09-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",189
"191","14-06-2013","Cockatiel",1,"Taranaki",174.0752278,-39.0556253,"Y",190
"192","08-10-2013","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",191
"193","09-10-2013","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",192
"194","14-10-2013","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",193
"195","16-10-2013","Cockatiel",1,"Auckland",174.9243831,-36.8929478,"Y",194
"196","19-10-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",195
"197","27-10-2013","Cockatiel",1,"Waikato",175.3127886,-38.0059013,"Y",196
"198","04-11-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",197
"199","23-10-2013","Cockatiel",2,"Auckland",174.7633315,-36.8484597,"Y",198
"200","06-11-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",199
"201","08-11-2013","Cockatiel",1,"Wellington",174.8386827,-41.1061563,"Y",200
"202","10-11-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",201
"203","10-11-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",202
"204","08-11-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",203
"205","13-11-2013","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",204
"206","16-11-2013","Cockatiel",2,"Bay of Plenty",176.1651295,-37.6877975,"Y",205
"207","19-11-2013","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",206
"208","26-11-2013","Cockatiel",1,"Otago",168.6626435,-45.0311622,"Y",207
"209","27-11-2013","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",208
"210","28-11-2013","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",209
"211","01-12-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",210
"212","01-12-2013","Cockatiel",1,"Auckland",174.6517925,-36.8412139,"Y",211
"213","05-12-2013","Cockatiel",1,"Otago",170.5027976,-45.8787605,"Y",212
"214","09-12-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",213
"215","14-12-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",214
"216","14-12-2013","Cockatiel",1,"Otago",170.5027976,-45.8787605,"Y",215
"217","15-12-2013","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",216
"218","18-12-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",217
"219","19-12-2013","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",218
"220","30-12-2013","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",219
"221","09-01-2014","Cockatiel",1,"Auckland",174.7008901,-36.7966811,"Y",220
"222","16-01-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",221
"223","20-01-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",222
"224","23-01-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",223
"225","26-01-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",224
"226","27-01-2014","Cockatiel",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",225
"227","29-01-2014","Cockatiel",1,"Southland",168.3537731,-46.4131866,"Y",226
"228","28-01-2014","Cockatiel",1,"Southland",168.3537731,-46.4131866,"Y",227
"229","04-02-2014","Cockatiel",1,"Manawatu",175.2861796,-40.6222455,"Y",228
"230","10-02-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",229
"231","16-02-2014","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",230
"232","16-02-2014","Cockatiel",1,"Auckland",174.8707326,-36.9116458,"Y",231
"233","17-02-2014","Cockatiel",1,"Auckland",174.7380663,-36.8487779,"Y",232
"234","22-02-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",233
"235","24-02-2014","Cockatiel",1,"Manawatu",175.6082145,-40.3523065,"Y",234
"236","05-03-2014","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",235
"237","13-03-2014","Cockatiel",1,"Auckland",174.9061724,-36.8689359,"Y",236
"238","14-03-2014","Cockatiel",1,"Auckland",174.7966955,-36.8274402,"Y",237
"239","10-03-2014","Cockatiel",1,"Coromandel",175.8406072,-37.3912594,"Y",238
"240","13-03-2014","Cockatiel",2,"Coromandel",175.9556499,-37.4264453,"Y",239
"241","23-03-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",240
"242","20-03-2014","Cockatiel",1,"Kaipara",174.4503793,-36.6775241,"Y",241
"243","26-03-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",242
"244","02-04-2014","Cockatiel",1,"Auckland",174.8707326,-36.9116458,"Y",243
"245","04-04-2014","Cockatiel",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",244
"246","21-04-2014","Cockatiel",2,"Auckland",174.5442431,-36.772106,"Y",245
"247","01-05-2014","Cockatiel",1,"Wellington",174.8175657,-41.3168816,"Y",246
"248","04-05-2014","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",247
"249","11-05-2014","Cockatiel",1,"Auckland",174.6507063,-36.9099123,"Y",248
"250","12-05-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",249
"251","12-05-2014","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",250
"252","18-05-2014","Cockatiel",1,"Wellington",174.8022791,-41.2877209,"Y",251
"253","19-05-2014","Cockatiel",1,"West Coast",171.2107623,-42.4503925,"Y",252
"254","16-05-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",253
"255","27-04-2014","Cockatiel",1,"Wellington",174.8175657,-41.3168816,"Y",254
"256","25-05-2014","Cockatiel",1,"Auckland",174.5798033,-36.8656784,"Y",255
"257","24-05-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",256
"258","26-05-2014","Cockatiel",1,"Auckland",174.5798033,-36.8656784,"Y",257
"259","11-05-2014","Cockatiel",1,"Auckland",174.6507063,-36.9099123,"Y",258
"260","23-05-2014","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",259
"261","02-06-2014","Cockatiel",1,"Tasman",173.0009842,-41.1240452,"Y",260
"262","01-06-2014","Cockatiel",1,"Auckland",174.741694,-36.9046678,"Y",261
"263","08-06-2014","Cockatiel",1,"Auckland",174.7484552,-36.7631726,"Y",262
"264","07-06-2014","Cockatiel",1,"Auckland",174.9222711,-36.9292773,"Y",263
"265","10-06-2014","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",264
"266","22-06-2014","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",265
"267","18-06-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",266
"268","28-06-2014","Cockatiel",1,"Auckland",174.7339909,-37.2479443,"Y",267
"269","06-07-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",268
"270","09-07-2014","Cockatiel",2,"Auckland",174.9436176,-37.0677049,"Y",269
"271","10-07-2014","Cockatiel",1,"Otago",170.5027976,-45.8787605,"Y",270
"272","10-07-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",271
"273","11-07-2014","Cockatiel",1,"Auckland",174.9793777,-37.0321395,"Y",272
"274","08-07-2014","Cockatiel",1,"Far North",173.8039261,-35.4071941,"Y",273
"275","24-07-2014","Cockatiel",1,"Auckland",174.696524,-36.894517,"Y",274
"276","24-07-2014","Cockatiel",1,"Canterbury",169.8483903,-44.2716139,"Y",275
"277","06-08-2014","Cockatiel",1,"Auckland",174.8982805,-37.0236736,"Y",276
"278","15-06-2014","Cockatiel",3,"Auckland",174.9035127,-37.20213,"Y",277
"279","18-08-2014","Cockatiel",1,"Auckland",174.8411003,-36.9135552,"Y",278
"280","23-08-2014","Cockatiel",1,"Auckland",174.6925797,-36.5798792,"Y",279
"281","25-08-2014","Cockatiel",2,"Auckland",174.5425402,-36.8504238,"Y",280
"282","30-08-2014","Cockatiel",1,"Auckland",174.924102,-37.0396793,"Y",281
"283","09-09-2014","Cockatiel",1,"Bay of Plenty",176.1836273,-37.6386541,"Y",282
"284","11-09-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",283
"285","12-09-2014","Cockatiel",1,"Canterbury",172.6569578,-43.3830321,"Y",284
"286","21-09-2014","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",285
"287","21-09-2014","Cockatiel",1,"Auckland",174.8557047,-36.9793805,"Y",286
"288","25-09-2014","Cockatiel",1,"Wellington",175.3136218,-40.8233475,"Y",287
"289","04-10-2014","Cockatiel",1,"Wellington",174.9080557,-41.2091655,"Y",288
"290","05-10-2014","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",289
"291","07-10-2014","Cockatiel",1,"Auckland",174.752079,-36.8880843,"Y",290
"292","10-10-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",291
"293","11-10-2014","Cockatiel",1,"Auckland",174.8411003,-36.9135552,"Y",292
"294","14-10-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",293
"295","18-10-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",294
"296","19-10-2014","Cockatiel",1,"Auckland",174.696524,-36.894517,"Y",295
"297","18-10-2014","Cockatiel",1,"Auckland",174.7851972,-36.9227811,"Y",296
"298","21-10-2014","Cockatiel",1,"Auckland",174.696524,-36.894517,"Y",297
"299","19-10-2014","Cockatiel",1,"Wellington",175.0667946,-40.8755143,"Y",298
"300","24-10-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",299
"301","01-11-2014","Cockatiel",1,"Wellington",174.8851015,-41.2270384,"Y",300
"302","04-11-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",301
"303","23-11-2014","Cockatiel",1,"Auckland",174.8693018,-36.8603096,"Y",302
"304","02-12-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",303
"305","07-12-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",304
"306","08-12-2014","Cockatiel",1,"Manawatu",175.6082145,-40.3523065,"Y",305
"307","07-12-2014","Cockatiel",1,"Otago",170.5027976,-45.8787605,"Y",306
"308","10-12-2014","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",307
"309","21-12-2014","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",308
"310","20-12-2014","Cockatiel",1,"Rodney",174.5588019,-36.7772623,"Y",309
"311","22-12-2014","Cockatiel",3,"Auckland",174.5425402,-36.8504238,"Y",310
"312","21-12-2014","Cockatiel",1,"Manawatu",175.0478901,-39.9300887,"Y",311
"313","22-12-2014","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",312
"314","07-01-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",313
"315","08-01-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",314
"316","17-01-2015","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",315
"317","31-12-2014","Cockatiel",1,"Auckland",174.7100575,-36.885028,"Y",316
